id,osm_id,osm_geom_type,osm_tag_key,osm_tag_value,name,name_ur,alt_name,description_raw,description_final,description_source,wikipedia_title,wikipedia_url,lat,lon,city,province,country,language,dedup_group_id,brand,operator,wikidata
16da37f8-54e5-5369-9e3c-645cc7f96857,11592093178,node,amenity,atm,Allied Bank,الائیڈ بینک,,,Allied Bank (الائیڈ بینک) is a atm.,Synthesized_Name,,,33.5561863,72.8346272,Islamabad,Islamabad Capital Territory,Pakistan,,,Allied Bank Limited,Allied Bank Limited,
b809433e-389d-5166-b9da-4fc218d15f64,11592093179,node,amenity,atm,HBL Bank,ایچ بی ایل پاکستان,,,HBL Bank (ایچ بی ایل پاکستان) is a atm.,Synthesized_Name,,,33.5565815,72.8341642,Islamabad,Islamabad Capital Territory,Pakistan,,,HBL Bank,HBL Bank,
84960930-0faf-5f2b-806f-1e76551c87f6,11592093180,node,amenity,atm,Allied Bank,الائیڈ بینک,,,Allied Bank (الائیڈ بینک) is a atm.,Synthesized_Name,,,33.5568216,72.8337064,Islamabad,Islamabad Capital Territory,Pakistan,,,Allied Bank Limited,Allied Bank Limited,
211f7819-3a21-5553-ab11-fc72024139af,5282197196,node,healthcare,clinic,Civil Aviation Medical Center,,,,Civil Aviation Medical Center is a clinic.,Synthesized_Name,,,33.5593285,72.8431763,Islamabad,Islamabad Capital Territory,Pakistan,,,,,
a6375d39-d99c-5420-9cc3-d01967d890b9,11592093181,node,amenity,atm,UBL Bank,یونائیٹڈ بینک لمیٹڈ,,,UBL Bank (یونائیٹڈ بینک لمیٹڈ) is a atm.,Synthesized_Name,,,33.5608081,72.8410517,Islamabad,Islamabad Capital Territory,Pakistan,,,یونائیٹڈ بینک لمیٹڈ,یونائیٹڈ بینک لمیٹڈ,
caf729ef-ef74-5119-a862-9f969395cfc8,11592093182,node,amenity,atm,National Bank of Pakistan,نیشنل بینک آف پاکستان,,,National Bank of Pakistan (نیشنل بینک آف پاکستان) is a atm.,Synthesized_Name,,,33.5607986,72.8412619,Islamabad,Islamabad Capital Territory,Pakistan,,,نیشنل بینک آف پاکستان,نیشنل بینک آف پاکستان,
0819b398-c1cb-5ddf-ae0e-225392aa0813,11592093183,node,amenity,atm,HBL,ایچ بی ایل پاکستان,,,HBL (ایچ بی ایل پاکستان) is a atm.,Synthesized_Name,,,33.5607625,72.8414326,Islamabad,Islamabad Capital Territory,Pakistan,,,HBL Bank,HBL Bank,
5591f7ad-9855-5cc2-8a4d-cd436f1b6228,11592093184,node,amenity,atm,Muslim Commercial Bank,,,,Muslim Commercial Bank is a atm.,Synthesized_Name,,,33.5607415,72.8416131,Islamabad,Islamabad Capital Territory,Pakistan,,,,,
1be8f226-4af2-586d-b919-945345c3ae4f,795828099,way,natural,water,,,,,This is a water.,Synthesized_Tag,,,33.5660729,72.8118906,Islamabad,Islamabad Capital Territory,Pakistan,,,,,
25579ba9-db40-52fc-b21c-6d9d80d4e35b,454315845,way,natural,water,,,,,This is a water.,Synthesized_Tag,,,33.5492943,72.8035742,Islamabad,Islamabad Capital Territory,Pakistan,,,,,
133c17f2-e7f6-5861-8faa-aa00e29bd91c,454315844,way,natural,water,,,,,This is a water.,Synthesized_Tag,,,33.5557917,72.8080588,Islamabad,Islamabad Capital Territory,Pakistan,,,,,
d10c8f1e-1406-5c08-8733-e4435b81cabe,851810774,way,natural,water,,,,,This is a water.,Synthesized_Tag,,,33.5421966,72.8309628,Islamabad,Islamabad Capital Territory,Pakistan,,,,,
46e765c4-8454-500f-89b3-e382285aa415,851810301,way,natural,water,,,,,This is a water.,Synthesized_Tag,,,33.5408705,72.8409716,Islamabad,Islamabad Capital Territory,Pakistan,,,,,
9eb6fc6f-7c8b-5fc4-9ed7-bcceef7ff450,851271961,way,natural,water,,,,,This is a water.,Synthesized_Tag,,,33.5589954,72.8556438,Islamabad,Islamabad Capital Territory,Pakistan,,,,,
3fbc3679-f2f3-5731-b571-a4b8a225d1e5,454315846,way,natural,water,,,,,This is a water.,Synthesized_Tag,,,33.6044966,72.8021179,Islamabad,Islamabad Capital Territory,Pakistan,,,,,
55e2b764-5ee1-5267-a042-2ba0a8a8db72,454315852,way,natural,water,,,,,This is a water.,Synthesized_Tag,,,33.6132599,72.8024961,Islamabad,Islamabad Capital Territory,Pakistan,,,,,
8f37f730-af5f-5362-97e3-ac5c011cd2ba,454315833,way,natural,water,,,,,This is a water.,Synthesized_Tag,,,33.6172421,72.8197224,Islamabad,Islamabad Capital Territory,Pakistan,,,,,
1f6c1ea7-7246-5bc4-9593-a14d5cf7edf9,1126643347,way,leisure,park,,,,,This is a park.,Synthesized_Tag,,,33.6034809,72.866946,Islamabad,Islamabad Capital Territory,Pakistan,,,,,
9f0ed971-94f9-5350-9547-97cf474ed9f1,1298724613,way,natural,water,,,,,This is a water.,Synthesized_Tag,,,33.6038215,72.8661716,Islamabad,Islamabad Capital Territory,Pakistan,,,,,
7888cdd9-9683-5d66-a606-0f38c7469b3d,1298940721,way,leisure,park,,,,,This is a park.,Synthesized_Tag,,,33.6098952,72.8723974,Islamabad,Islamabad Capital Territory,Pakistan,,,,,
d346834c-c6d5-5270-a952-6973705679db,1298941362,way,leisure,park,,,,,This is a park.,Synthesized_Tag,,,33.6089147,72.8646328,Islamabad,Islamabad Capital Territory,Pakistan,,,,,
b90f899c-10de-5583-a650-e6486cde3bca,1134247228,way,leisure,park,,,,,This is a park.,Synthesized_Tag,,,33.6093154,72.875276,Islamabad,Islamabad Capital Territory,Pakistan,,,,,
e8c212f3-b66a-59d5-961d-0a0297760504,1299930919,way,leisure,park,,,,,This is a park.,Synthesized_Tag,,,33.6072483,72.8714568,Islamabad,Islamabad Capital Territory,Pakistan,,,,,
716c71ac-ec7a-5c27-a7e9-0d3196faa7a0,686020810,way,leisure,park,Central Park,,,,Central Park is a park.,Synthesized_Name,,,33.6121778,72.8708549,Islamabad,Islamabad Capital Territory,Pakistan,,,,,
55f6d841-3d03-5782-9002-7db3158ef08b,1298554746,way,leisure,park,,,,,This is a park.,Synthesized_Tag,,,33.6132332,72.8746589,Islamabad,Islamabad Capital Territory,Pakistan,,,,,
eea83a56-635a-56fc-841c-579a288ed68c,1298551019,way,leisure,park,,,,,This is a park.,Synthesized_Tag,,,33.6115384,72.8767688,Islamabad,Islamabad Capital Territory,Pakistan,,,,,
78be595e-f547-582c-b95a-1caa99ffd857,263220678,way,leisure,park,,,,,This is a park.,Synthesized_Tag,,,33.6320751,72.8497646,Islamabad,Islamabad Capital Territory,Pakistan,,,,,
0edf5bf0-45d7-5e0c-bd4f-9b2e6361da10,1300667590,way,leisure,park,,,,,This is a park.,Synthesized_Tag,,,33.6273343,72.872415,Islamabad,Islamabad Capital Territory,Pakistan,,,,,
c62cd6d3-a594-59d3-9eba-058f78b66b64,1134250572,way,natural,water,,,,,This is a water.,Synthesized_Tag,,,33.592127,72.8934309,Islamabad,Islamabad Capital Territory,Pakistan,,,,,
066dcb57-17ad-54f7-b382-caf8000fd014,1299798819,way,leisure,park,,,,,This is a park.,Synthesized_Tag,,,33.6103064,72.8777087,Islamabad,Islamabad Capital Territory,Pakistan,,,,,
3f3b4949-4bb7-53c2-91e5-9e3e9cc797b8,1298720873,way,leisure,park,,,,,This is a park.,Synthesized_Tag,,,33.6082951,72.8798422,Islamabad,Islamabad Capital Territory,Pakistan,,,,,
b68e421c-5d7e-5e49-acf4-2b5dd63565b2,1298720880,way,leisure,park,,,,,This is a park.,Synthesized_Tag,,,33.6074435,72.8807187,Islamabad,Islamabad Capital Territory,Pakistan,,,,,
eff02813-550a-5f4d-92ad-c04a353290c9,1298721303,way,leisure,park,,,,,This is a park.,Synthesized_Tag,,,33.6070675,72.8816279,Islamabad,Islamabad Capital Territory,Pakistan,,,,,
3e3b4fca-0fb8-5de7-85a3-736864ac1f9f,1299798821,way,leisure,park,,,,,This is a park.,Synthesized_Tag,,,33.6091607,72.8788656,Islamabad,Islamabad Capital Territory,Pakistan,,,,,
dde3eadd-7a5d-5373-bb3c-270e2f0949c1,1299798822,way,leisure,park,,,,,This is a park.,Synthesized_Tag,,,33.6094479,72.8785459,Islamabad,Islamabad Capital Territory,Pakistan,,,,,
1b191533-caba-5a68-9d9c-f5d7eaaabaed,1299961051,way,landuse,cemetery,,,,,This is a cemetery.,Synthesized_Tag,,,33.6059157,72.8770421,Islamabad,Islamabad Capital Territory,Pakistan,,,,,
2c90e81d-d652-5c46-aac5-63ffd0cfa41e,1298548673,way,leisure,park,Block C Park,,,,Block C Park is a park.,Synthesized_Name,,,33.6122621,72.8791435,Islamabad,Islamabad Capital Territory,Pakistan,,,,,
93e651be-854c-5361-bb5c-c5d99023ae09,2691309639,node,place,neighbourhood,E 18,,,,E 18 is a neighbourhood.,Synthesized_Name,,,33.6394636,72.8539318,Islamabad,Islamabad Capital Territory,Pakistan,,,,,
41bd8a08-16ac-59b0-a04f-892bb5d1bb94,2691309637,node,place,neighbourhood,D 18,,,,D 18 is a neighbourhood.,Synthesized_Name,,,33.6503602,72.8456063,Islamabad,Islamabad Capital Territory,Pakistan,,,,,
82eb143f-2a7c-5fde-a995-375202a08cb9,2691309636,node,place,neighbourhood,D 17,,,,D 17 is a neighbourhood.,Synthesized_Name,,,33.6571475,72.8546185,Islamabad,Islamabad Capital Territory,Pakistan,,,,,
b6edebf0-2cf2-5d16-8ef6-d8a076525701,10763758031,node,healthcare,pharmacy,B&S Pharmacy,,,,B&S Pharmacy is a pharmacy.,Synthesized_Name,,,33.6584431,72.8560532,Islamabad,Islamabad Capital Territory,Pakistan,,,,,
35a46406-ff48-551d-9123-a3b0b60a4d34,10763758164,node,healthcare,pharmacy,Islamabad Pharma,,,,Islamabad Pharma is a pharmacy.,Synthesized_Name,,,33.6585124,72.8559934,Islamabad,Islamabad Capital Territory,Pakistan,,,,,
7a156cca-0842-50b9-a703-4cbc7fbcbdc2,10763758270,node,amenity,bank,HBL Bank,ایچ بی ایل پاکستان,,,HBL Bank (ایچ بی ایل پاکستان) is a bank.,Synthesized_Name,,,33.6591748,72.8585061,Islamabad,Islamabad Capital Territory,Pakistan,,,HBL Bank,,
5f887755-c500-5035-8e67-6ee43bc9057f,12384977701,node,amenity,bank,Meezan bank,,,,Meezan bank is a bank.,Synthesized_Name,,,33.6603096,72.8566947,Islamabad,Islamabad Capital Territory,Pakistan,,,,,
