support,itemsets,is_relevant
0.0017501240759606092,"frozenset({'estate_estate', 'real_estate', 'agent_office', 'TAG_KEY:office'})",True
0.0017501240759606092,"frozenset({'estate_estate', 'estate_agent', 'real_estate', 'agent_office', 'TAG_KEY:office'})",True
0.0017501240759606092,"frozenset({'motorcycle_shop', 'TAG_KEY:shop'})",True
0.0017501240759606092,"frozenset({'neighbourhood_place', 'housing_society'})",True
0.0017501240759606092,"frozenset({'neighbourhood_place', 'housing_society', 'TAG_KEY:place'})",True
0.0017501240759606092,frozenset({'cooperative_housing'}),True
0.0017240028210955254,frozenset({'medical_store'}),True
0.0016978815662304417,"frozenset({'housing_society', 'cooperative_housing'})",True
0.0016978815662304417,frozenset({'stadium_leisure'}),True
0.0016978815662304417,"frozenset({'TAG_KEY:leisure', 'stadium_leisure'})",True
0.001671760311365358,frozenset({'food_restaurant'}),True
0.001671760311365358,"frozenset({'medical_store', 'TAG_KEY:healthcare'})",True
0.001671760311365358,"frozenset({'beauty_salon', 'salon_beauty'})",True
0.001671760311365358,"frozenset({'beauty_salon', 'TAG_KEY:shop', 'beauty_shop', 'salon_beauty'})",True
0.001671760311365358,"frozenset({'beauty_salon', 'beauty_shop', 'salon_beauty'})",True
0.001671760311365358,"frozenset({'beauty_salon', 'salon_beauty', 'TAG_KEY:shop'})",True
0.0016456390565002743,"frozenset({'society_neighbourhood', 'housing_society', 'TAG_KEY:place'})",True
0.0016456390565002743,"frozenset({'TAG_KEY:public_transport', 'public_transport', 'station_platform'})",True
0.0016456390565002743,"frozenset({'TAG_KEY:public_transport', 'station_platform'})",True
0.0016456390565002743,"frozenset({'public_transport', 'station_platform'})",True
0.0016456390565002743,"frozenset({'society_neighbourhood', 'neighbourhood_place', 'housing_society'})",True
0.0016456390565002743,frozenset({'station_platform'}),True
0.0016456390565002743,"frozenset({'society_neighbourhood', 'neighbourhood_place', 'housing_society', 'TAG_KEY:place'})",True
0.0016456390565002743,"frozenset({'society_neighbourhood', 'housing_society'})",True
0.0016456390565002743,"frozenset({'TAG_KEY:amenity', 'food_restaurant'})",True
0.0016195178016351905,"frozenset({'TAG_KEY:amenity', 'cream_amenity'})",True
0.0016195178016351905,frozenset({'cream_amenity'}),True
0.0016195178016351905,"frozenset({'TAG_KEY:amenity', 'ice_cream', 'cream_amenity'})",True
0.0016195178016351905,"frozenset({'ice_cream', 'cream_amenity'})",True
0.0015933965467701068,frozenset({'shopping_mall'}),True
0.0015933965467701068,"frozenset({'TAG_KEY:amenity', 'restaurant_amenity', 'food_restaurant'})",True
0.0015933965467701068,"frozenset({'restaurant_amenity', 'food_restaurant'})",True
0.001567275291905023,"frozenset({'shopping_mall', 'TAG_KEY:shop'})",True
0.001567275291905023,"frozenset({'TAG_KEY:tourism', 'house_tourism'})",True
0.001567275291905023,frozenset({'house_tourism'}),True
0.0015411540370399393,"frozenset({'hostel_tourism', 'hostel_hostel'})",True
0.0015411540370399393,"frozenset({'pharmacy_healthcare', 'medical_store', 'TAG_KEY:healthcare'})",True
0.0015411540370399393,"frozenset({'hostel_tourism', 'TAG_KEY:tourism', 'hostel_hostel'})",True
0.0015411540370399393,"frozenset({'TAG_KEY:tourism', 'hostel_hostel'})",True
0.0015411540370399393,"frozenset({'pharmacy_healthcare', 'medical_store'})",True
0.0015411540370399393,frozenset({'hostel_hostel'}),True
0.0015150327821748556,"frozenset({'store_pharmacy', 'medical_store'})",True
0.0015150327821748556,"frozenset({'store_pharmacy', 'pharmacy_healthcare', 'medical_store'})",True
0.0015150327821748556,"frozenset({'store_pharmacy', 'medical_store', 'TAG_KEY:healthcare'})",True
0.0015150327821748556,frozenset({'cng_station'}),True
0.0015150327821748556,"frozenset({'TAG_KEY:amenity', 'cng_station'})",True
0.0015150327821748556,"frozenset({'cng_station', 'fuel_amenity'})",True
0.0015150327821748556,"frozenset({'store_pharmacy', 'pharmacy_healthcare', 'medical_store', 'TAG_KEY:healthcare'})",True
0.0015150327821748556,"frozenset({'TAG_KEY:amenity', 'cng_station', 'fuel_amenity'})",True
0.001488911527309772,frozenset({'department_store'}),True
0.001488911527309772,frozenset({'parts_car'}),True
0.001488911527309772,"frozenset({'parts_car', 'TAG_KEY:shop'})",True
0.001488911527309772,frozenset({'lawyer_office'}),True
0.001488911527309772,"frozenset({'lawyer_office', 'TAG_KEY:office'})",True
0.001488911527309772,"frozenset({'department_store', 'TAG_KEY:shop'})",True
0.0014627902724446882,frozenset({'petrol_pump'}),True
0.0014627902724446882,"frozenset({'cng_station', 'station_fuel', 'fuel_amenity'})",True
0.0014627902724446882,"frozenset({'cng_station', 'station_fuel'})",True
0.0014627902724446882,"frozenset({'petrol_pump', 'TAG_KEY:amenity'})",True
0.0014627902724446882,"frozenset({'store_shop', 'department_store'})",True
