k,support,support_frac,items,items_readable
3,58,0.062635,leisure_park|park_islamabad|tag:leisure=park,"leisure_park, park_islamabad, tag:leisure=park"
3,58,0.062635,leisure_park|park|park_islamabad,"leisure_park, park, park_islamabad"
3,58,0.062635,leisure_park|park|tag:leisure=park,"leisure_park, park, tag:leisure=park"
3,58,0.062635,leisure|leisure_park|park,"leisure, leisure_park, park"
3,58,0.062635,leisure|leisure_park|park_islamabad,"leisure, leisure_park, park_islamabad"
3,58,0.062635,leisure|leisure_park|tag:leisure=park,"leisure, leisure_park, tag:leisure=park"
3,58,0.062635,leisure|park_islamabad|tag:leisure=park,"leisure, park_islamabad, tag:leisure=park"
3,58,0.062635,leisure|park|park_islamabad,"leisure, park, park_islamabad"
3,58,0.062635,leisure|park|tag:leisure=park,"leisure, park, tag:leisure=park"
3,58,0.062635,park|park_islamabad|tag:leisure=park,"park, park_islamabad, tag:leisure=park"
3,57,0.061555,hotel_islamabad|islamabad|tag:tourism=hotel,"hotel_islamabad, islamabad, tag:tourism=hotel"
3,57,0.061555,hotel_islamabad|islamabad|tourism,"hotel_islamabad, islamabad, tourism"
3,57,0.061555,hotel_islamabad|islamabad|tourism_hotel,"hotel_islamabad, islamabad, tourism_hotel"
3,57,0.061555,hotel_islamabad|tag:tourism=hotel|tourism,"hotel_islamabad, tag:tourism=hotel, tourism"
3,57,0.061555,hotel_islamabad|tag:tourism=hotel|tourism_hotel,"hotel_islamabad, tag:tourism=hotel, tourism_hotel"
3,57,0.061555,hotel_islamabad|tourism|tourism_hotel,"hotel_islamabad, tourism, tourism_hotel"
3,57,0.061555,hotel|hotel_islamabad|islamabad,"hotel, hotel_islamabad, islamabad"
3,57,0.061555,hotel|hotel_islamabad|tag:tourism=hotel,"hotel, hotel_islamabad, tag:tourism=hotel"
3,57,0.061555,hotel|hotel_islamabad|tourism,"hotel, hotel_islamabad, tourism"
3,57,0.061555,hotel|hotel_islamabad|tourism_hotel,"hotel, hotel_islamabad, tourism_hotel"
3,57,0.061555,hotel|islamabad|tag:tourism=hotel,"hotel, islamabad, tag:tourism=hotel"
3,57,0.061555,hotel|islamabad|tourism,"hotel, islamabad, tourism"
3,57,0.061555,hotel|islamabad|tourism_hotel,"hotel, islamabad, tourism_hotel"
3,57,0.061555,hotel|tag:tourism=hotel|tourism,"hotel, tag:tourism=hotel, tourism"
3,57,0.061555,hotel|tag:tourism=hotel|tourism_hotel,"hotel, tag:tourism=hotel, tourism_hotel"
3,57,0.061555,hotel|tourism|tourism_hotel,"hotel, tourism, tourism_hotel"
3,57,0.061555,islamabad|school|آباد,"islamabad, school, آباد"
3,57,0.061555,islamabad|school|اسلام,"islamabad, school, اسلام"
3,57,0.061555,islamabad|school|اسلام_آباد,"islamabad, school, اسلام_آباد"
3,57,0.061555,islamabad|tag:tourism=hotel|tourism,"islamabad, tag:tourism=hotel, tourism"
3,57,0.061555,islamabad|tag:tourism=hotel|tourism_hotel,"islamabad, tag:tourism=hotel, tourism_hotel"
3,57,0.061555,islamabad|tourism|tourism_hotel,"islamabad, tourism, tourism_hotel"
3,57,0.061555,school|آباد|اسلام,"school, آباد, اسلام"
3,57,0.061555,school|آباد|اسلام_آباد,"school, آباد, اسلام_آباد"
3,57,0.061555,school|اسلام|اسلام_آباد,"school, اسلام, اسلام_آباد"
