class_label,k,support,support_frac,items,items_readable
amenity:bank,3,32,0.695652,bank|آباد|اسلام,"bank, آباد, اسلام"
amenity:bank,3,32,0.695652,bank|آباد|اسلام_آباد,"bank, آباد, اسلام_آباد"
amenity:bank,3,32,0.695652,bank|اسلام|اسلام_آباد,"bank, اسلام, اسلام_آباد"
amenity:bank,3,32,0.695652,islamabad|tag:amenity=bank|آباد,"islamabad, tag:amenity=bank, آباد"
amenity:bank,3,32,0.695652,islamabad|tag:amenity=bank|اسلام,"islamabad, tag:amenity=bank, اسلام"
amenity:bank,3,32,0.695652,islamabad|tag:amenity=bank|اسلام_آباد,"islamabad, tag:amenity=bank, اسلام_آباد"
amenity:bank,3,32,0.695652,islamabad|آباد|اسلام,"islamabad, آباد, اسلام"
amenity:bank,3,32,0.695652,islamabad|آباد|اسلام_آباد,"islamabad, آباد, اسلام_آباد"
amenity:bank,3,32,0.695652,islamabad|اسلام|اسلام_آباد,"islamabad, اسلام, اسلام_آباد"
amenity:bank,3,32,0.695652,tag:amenity=bank|آباد|اسلام,"tag:amenity=bank, آباد, اسلام"
amenity:bank,3,32,0.695652,tag:amenity=bank|آباد|اسلام_آباد,"tag:amenity=bank, آباد, اسلام_آباد"
amenity:bank,3,32,0.695652,tag:amenity=bank|اسلام|اسلام_آباد,"tag:amenity=bank, اسلام, اسلام_آباد"
amenity:bank,3,32,0.695652,آباد|اسلام|اسلام_آباد,"آباد, اسلام, اسلام_آباد"
amenity:bank,3,17,0.369565,amenity_bank|bank_islamabad|بینک,"amenity_bank, bank_islamabad, بینک"
amenity:bank,3,17,0.369565,amenity_bank|bank|بینک,"amenity_bank, bank, بینک"
amenity:bank,3,17,0.369565,amenity_bank|islamabad|بینک,"amenity_bank, islamabad, بینک"
amenity:bank,3,17,0.369565,amenity_bank|tag:amenity=bank|بینک,"amenity_bank, tag:amenity=bank, بینک"
amenity:bank,3,17,0.369565,amenity|amenity_bank|بینک,"amenity, amenity_bank, بینک"
amenity:bank,3,17,0.369565,amenity|bank_islamabad|بینک,"amenity, bank_islamabad, بینک"
amenity:bank,3,17,0.369565,amenity|bank|بینک,"amenity, bank, بینک"
amenity:bank,3,17,0.369565,amenity|islamabad|بینک,"amenity, islamabad, بینک"
amenity:bank,3,17,0.369565,amenity|tag:amenity=bank|بینک,"amenity, tag:amenity=bank, بینک"
amenity:bank,3,17,0.369565,bank_islamabad|islamabad|بینک,"bank_islamabad, islamabad, بینک"
