class_label,k,items,support_total,support_in_class,support_frac_total,support_frac_in_class,conf,lift,growth,wracc,odds_ratio,chi2,p_value,ig,supp_not_c
amenity:bank,3,bank_islamabad|islamabad_jinnah|tag:amenity=bank,7,7,0.007559,0.152174,1.0,20.130434782608695,152173913043.47827,0.007183874534097748,334.36708860759495,134.9330557789658,3.4149085425099055e-31,0.033576148295206616,0
amenity:bank,3,bank_islamabad|islamabad_اسلام|tag:amenity=bank,7,7,0.007559,0.152174,1.0,20.130434782608695,152173913043.47827,0.007183874534097748,334.36708860759495,134.9330557789658,3.4149085425099055e-31,0.033576148295206616,0
amenity:bank,3,bank_islamabad|jinnah_اسلام|tag:amenity=bank,7,7,0.007559,0.152174,1.0,20.130434782608695,152173913043.47827,0.007183874534097748,334.36708860759495,134.9330557789658,3.4149085425099055e-31,0.033576148295206616,0
amenity:bank,3,bank_islamabad|jinnah|tag:amenity=bank,7,7,0.007559,0.152174,1.0,20.130434782608695,152173913043.47827,0.007183874534097748,334.36708860759495,134.9330557789658,3.4149085425099055e-31,0.033576148295206616,0
amenity:bank,3,bank|islamabad_jinnah|tag:amenity=bank,7,7,0.007559,0.152174,1.0,20.130434782608695,152173913043.47827,0.007183874534097748,334.36708860759495,134.9330557789658,3.4149085425099055e-31,0.033576148295206616,0
amenity:bank,3,bank|islamabad_اسلام|tag:amenity=bank,7,7,0.007559,0.152174,1.0,20.130434782608695,152173913043.47827,0.007183874534097748,334.36708860759495,134.9330557789658,3.4149085425099055e-31,0.033576148295206616,0
amenity:bank,3,bank|jinnah_اسلام|tag:amenity=bank,7,7,0.007559,0.152174,1.0,20.130434782608695,152173913043.47827,0.007183874534097748,334.36708860759495,134.9330557789658,3.4149085425099055e-31,0.033576148295206616,0
amenity:bank,3,bank|jinnah|tag:amenity=bank,7,7,0.007559,0.152174,1.0,20.130434782608695,152173913043.47827,0.007183874534097748,334.36708860759495,134.9330557789658,3.4149085425099055e-31,0.033576148295206616,0
amenity:bank,3,islamabad_jinnah|jinnah_اسلام|tag:amenity=bank,7,7,0.007559,0.152174,1.0,20.130434782608695,152173913043.47827,0.007183874534097748,334.36708860759495,134.9330557789658,3.4149085425099055e-31,0.033576148295206616,0
amenity:bank,3,islamabad_jinnah|jinnah|tag:amenity=bank,7,7,0.007559,0.152174,1.0,20.130434782608695,152173913043.47827,0.007183874534097748,334.36708860759495,134.9330557789658,3.4149085425099055e-31,0.033576148295206616,0
amenity:bank,3,islamabad_jinnah|tag:amenity=bank|آباد,7,7,0.007559,0.152174,1.0,20.130434782608695,152173913043.47827,0.007183874534097748,334.36708860759495,134.9330557789658,3.4149085425099055e-31,0.033576148295206616,0
amenity:bank,3,islamabad_jinnah|tag:amenity=bank|اسلام,7,7,0.007559,0.152174,1.0,20.130434782608695,152173913043.47827,0.007183874534097748,334.36708860759495,134.9330557789658,3.4149085425099055e-31,0.033576148295206616,0
amenity:bank,3,islamabad_jinnah|tag:amenity=bank|اسلام_آباد,7,7,0.007559,0.152174,1.0,20.130434782608695,152173913043.47827,0.007183874534097748,334.36708860759495,134.9330557789658,3.4149085425099055e-31,0.033576148295206616,0
amenity:bank,3,islamabad_اسلام|tag:amenity=bank|آباد,7,7,0.007559,0.152174,1.0,20.130434782608695,152173913043.47827,0.007183874534097748,334.36708860759495,134.9330557789658,3.4149085425099055e-31,0.033576148295206616,0
amenity:bank,3,islamabad_اسلام|tag:amenity=bank|اسلام,7,7,0.007559,0.152174,1.0,20.130434782608695,152173913043.47827,0.007183874534097748,334.36708860759495,134.9330557789658,3.4149085425099055e-31,0.033576148295206616,0
amenity:bank,3,islamabad_اسلام|tag:amenity=bank|اسلام_آباد,7,7,0.007559,0.152174,1.0,20.130434782608695,152173913043.47827,0.007183874534097748,334.36708860759495,134.9330557789658,3.4149085425099055e-31,0.033576148295206616,0
amenity:bank,3,islamabad|islamabad_jinnah|tag:amenity=bank,7,7,0.007559,0.152174,1.0,20.130434782608695,152173913043.47827,0.007183874534097748,334.36708860759495,134.9330557789658,3.4149085425099055e-31,0.033576148295206616,0
amenity:bank,3,islamabad|islamabad_اسلام|tag:amenity=bank,7,7,0.007559,0.152174,1.0,20.130434782608695,152173913043.47827,0.007183874534097748,334.36708860759495,134.9330557789658,3.4149085425099055e-31,0.033576148295206616,0
amenity:bank,3,islamabad|jinnah_اسلام|tag:amenity=bank,7,7,0.007559,0.152174,1.0,20.130434782608695,152173913043.47827,0.007183874534097748,334.36708860759495,134.9330557789658,3.4149085425099055e-31,0.033576148295206616,0
amenity:bank,3,islamabad|jinnah|tag:amenity=bank,7,7,0.007559,0.152174,1.0,20.130434782608695,152173913043.47827,0.007183874534097748,334.36708860759495,134.9330557789658,3.4149085425099055e-31,0.033576148295206616,0
amenity:bank,3,jinnah_اسلام|tag:amenity=bank|آباد,7,7,0.007559,0.152174,1.0,20.130434782608695,152173913043.47827,0.007183874534097748,334.36708860759495,134.9330557789658,3.4149085425099055e-31,0.033576148295206616,0
amenity:bank,3,jinnah_اسلام|tag:amenity=bank|اسلام,7,7,0.007559,0.152174,1.0,20.130434782608695,152173913043.47827,0.007183874534097748,334.36708860759495,134.9330557789658,3.4149085425099055e-31,0.033576148295206616,0
amenity:bank,3,jinnah_اسلام|tag:amenity=bank|اسلام_آباد,7,7,0.007559,0.152174,1.0,20.130434782608695,152173913043.47827,0.007183874534097748,334.36708860759495,134.9330557789658,3.4149085425099055e-31,0.033576148295206616,0
amenity:bank,3,jinnah|jinnah_اسلام|tag:amenity=bank,7,7,0.007559,0.152174,1.0,20.130434782608695,152173913043.47827,0.007183874534097748,334.36708860759495,134.9330557789658,3.4149085425099055e-31,0.033576148295206616,0
