pattern_id,class_label,k,items,support_total,support_in_class,support_frac_total,support_frac_in_class,conf,lift,growth,wracc,odds_ratio,chi2,p_value,ig
21,amenity:hospital,3,amenity_bank|tag:amenity=bank|بینک_amenity,10,0,0.010799,0.0,0.0,0.0,0.0,-0.0005247960292766212,0.9120879120879121,0.5163594367258326,0.4723987877435585,0.0007804647223595074
22,amenity:hospital,3,amenity|islamabad|tag:building=yes,65,1,0.070194,0.022222,0.015384615384615385,0.3165811965811966,0.3059027777777778,-0.0023312605833865903,0.4272275934152077,1.6677526700859393,0.1965598163360456,0.001719115512733984
23,amenity:marketplace,3,islamabad|marketbazaar_islamabad|tag:amenity=marketplace,25,25,0.026998,1.0,1.0,37.04,1000000000000.0,0.02626895679879087,91952.99999999999,926.0,2.186863650577546e-203,0.17910514970476493
24,amenity:marketplace,3,islamabad|market_marketbazaar|tag:amenity=marketplace,16,16,0.017279,0.64,1.0,37.04,640000000000.0,0.016812132351226156,3131.5263157894738,586.7787252747253,1.2577219291509741e-129,0.1004247885953328
25,amenity:marketplace,2,islamabad|tag:building=yes,76,2,0.082073,0.08,0.02631578947368421,0.9747368421052631,0.974054054054054,-5.597824312283965e-05,1.1816364415250606,0.0014662098871910311,0.9694555706389942,1.1507927572203166e-06
26,amenity:marketplace,3,amenity_bank|tag:amenity=bank|بینک_amenity,10,0,0.010799,0.0,0.0,0.0,0.0,-0.00029155334959812286,1.664799253034547,0.2804986211342079,0.5963745889192238,0.00042875620973272834
27,amenity:mosque,3,amenity_mosque|islamabad|tag:amenity=place_of_worship,125,125,0.134989,0.919118,1.0,6.8088235294117645,919117647058.8235,0.11516357309125852,17253.521739130432,839.4148858045093,1.454820514146348e-184,0.5114411662360325
28,amenity:mosque,3,amenity_mosque|tag:amenity=place_of_worship|آباد,69,69,0.074514,0.507353,1.0,6.8088235294117645,507352941176.4706,0.06357029234637471,1627.8444444444444,433.07931223831423,3.472813767641294e-96,0.23570238390409398
29,amenity:mosque,3,amenity_mosque|masjid|tag:amenity=place_of_worship,45,45,0.048596,0.330882,1.0,6.8088235294117645,330882352941.17645,0.04145888631285307,786.1803278688525,274.74878146491284,1.0470459921867758e-61,0.14589748022476223
30,amenity:mosque,3,amenity_mosque|islamabad_اسلام|tag:amenity=place_of_worship,39,39,0.042117,0.286765,1.0,6.8088235294117645,286764705882.3529,0.03593103480447266,640.5076923076923,236.50490748723388,2.2741262238035444e-53,0.12494571396980625
31,amenity:mosque,3,amenity_mosque|islamabad|tag:building=yes,35,35,0.037797,0.257353,1.0,6.8088235294117645,257352941176.47058,0.032245800465552386,552.960591133005,211.29514095200366,7.166494951409088e-48,0.11126631908297133
32,amenity:mosque,3,masjid|tag:amenity=place_of_worship|آباد,34,34,0.036717,0.25,1.0,6.8088235294117645,250000000000.0,0.03132449188082232,532.1414634146341,205.0280269058296,1.669821669405924e-46,0.10788104820854585
33,amenity:mosque,3,amenity_mosque|islamabad|tag:building=mosque,24,24,0.025918,0.176471,1.0,6.8088235294117645,176470588235.29413,0.022111406033521637,344.3066666666666,143.12116864484156,5.5301644009065455e-33,0.07474913561882374
34,amenity:mosque,3,islamabad_اسلام|masjid|tag:amenity=place_of_worship,21,21,0.022678,0.154412,1.0,6.8088235294117645,154411764705.88235,0.019347480279331437,294.2987012987013,124.81589210269742,5.5842663713525e-29,0.06505300071724847
35,amenity:mosque,3,amenity_mosque|jamia|tag:amenity=place_of_worship,16,16,0.017279,0.117647,1.0,6.8088235294117645,117647058823.52942,0.014740937355681093,216.48547717842325,94.5753070458953,2.359432928908631e-22,0.04912781753093043
36,amenity:mosque,3,amenity_mosque|masjid_amenity|tag:amenity=place_of_worship,15,15,0.016199,0.110294,1.0,6.8088235294117645,110294117647.05882,0.013819628770951026,201.69135802469137,88.56702395557564,4.9141323049899416e-21,0.04597702926078895
37,amenity:mosque,3,amenity_mosque|tag:amenity=place_of_worship|مسجد,14,14,0.015119,0.102941,1.0,6.8088235294117645,102941176470.58823,0.012898320186220957,187.13877551020408,82.57191692466459,1.018945178683644e-19,0.04283740686108037
38,amenity:mosque,3,jamia|tag:amenity=place_of_worship|آباد,14,14,0.015119,0.102941,1.0,6.8088235294117645,102941176470.58823,0.012898320186220957,187.13877551020408,82.57191692466459,1.018945178683644e-19,0.04283740686108037
39,amenity:mosque,3,amenity_mosque|tag:amenity=place_of_worship|tag:building=mosque,13,13,0.014039,0.095588,1.0,6.8088235294117645,95588235294.11765,0.011977011601490888,172.82186234817814,76.58994265833388,2.104084777940043e-18,0.03970884666313665
40,amenity:mosque,3,jamia|masjid|tag:amenity=place_of_worship,13,13,0.014039,0.095588,1.0,6.8088235294117645,95588235294.11765,0.011977011601490888,172.82186234817814,76.58994265833388,2.104084777940043e-18,0.03970884666313665
41,amenity:mosque,3,amenity_mosque|jamia_masjid|tag:amenity=place_of_worship,12,12,0.012959,0.088235,1.0,6.8088235294117645,88235294117.64706,0.011055703016760818,158.73493975903614,70.62105805122926,4.3287176040281464e-17,0.036591246710399136
42,amenity:mosque,3,amenity_mosque|mosque_amenity|tag:amenity=place_of_worship,12,12,0.012959,0.088235,1.0,6.8088235294117645,88235294117.64706,0.011055703016760818,158.73493975903614,70.62105805122926,4.3287176040281464e-17,0.036591246710399136
43,amenity:mosque,3,amenity_mosque|tag:building=mosque|آباد,10,10,0.010799,0.073529,1.0,6.8088235294117645,73529411764.70589,0.009213085847300682,131.22924901185772,58.722386334446426,1.8156390699236958e-14,0.03038852802712908
44,amenity:mosque,3,jamia_masjid|tag:amenity=place_of_worship|آباد,10,10,0.010799,0.073529,1.0,6.8088235294117645,73529411764.70589,0.009213085847300682,131.22924901185772,58.722386334446426,1.8156390699236958e-14,0.03038852802712908
45,amenity:mosque,3,amenity|tag:building=yes|آباد,14,6,0.015119,0.044118,0.42857142857142855,2.918067226890756,4.356617647058823,0.004259011330929378,4.585305386522425,9.00292538401103,0.0026954779536027974,0.005122581893444499
46,amenity:mosque,3,amenity_bank|tag:amenity=bank|بینک_amenity,10,0,0.010799,0.0,0.0,0.0,0.0,-0.0015860502218137883,0.27228327228327226,1.740312862749433,0.1870991898476911,0.00248932149670306
47,amenity:restaurant,3,amenity_restaurant|islamabad|tag:amenity=restaurant,74,74,0.079914,1.0,1.0,12.513513513513514,1000000000000.0,0.0735274223418498,254045.0,925.9999999999998,2.186863650577795e-203,0.4018747056263741
48,amenity:restaurant,3,amenity_restaurant|tag:amenity=restaurant|آباد,49,49,0.052916,0.662162,1.0,12.513513513513514,662162162162.1622,0.04868707695608973,3309.705882352941,595.6831951678018,1.4546015317570419e-131,0.22491707249759596
49,amenity:restaurant,3,amenity_restaurant|restaurant_amenity|tag:amenity=restaurant,18,18,0.019438,0.243243,1.0,12.513513513513514,243243243243.24326,0.017885048677747248,558.2743362831859,211.35158947493747,6.966131853949986e-48,0.07431363176837115
50,amenity:restaurant,3,amenity_restaurant|g-11_اسلام|tag:amenity=restaurant,17,17,0.018359,0.22973,1.0,12.513513513513514,229729729729.72974,0.016891434862316847,518.9130434782609,199.39024172687542,2.837238157846979e-45,0.06998622086110538
51,amenity:restaurant,3,restaurant_amenity|tag:amenity=restaurant|آباد,15,15,0.016199,0.202703,1.0,12.513513513513514,202702702702.70273,0.014904207231456041,444.15966386554624,175.54632568902602,4.548877359483753e-40,0.061407791199910244
52,amenity:restaurant,3,amenity_restaurant|islamabad_sachal|tag:amenity=restaurant,14,14,0.015119,0.189189,1.0,12.513513513513514,189189189189.1892,0.013910593416025638,408.6363636363636,163.66358463726888,1.7916532683425295e-37,0.05715584952559753
53,amenity:restaurant,3,amenity_restaurant|islamabad|tag:building=yes,13,13,0.014039,0.175676,1.0,12.513513513513514,175675675675.6757,0.012916979600595234,374.2682926829268,151.80687368639178,6.982892872766814e-35,0.052928167168658724
54,amenity:restaurant,3,amenity_restaurant|islamabad_اسلام|tag:amenity=restaurant,10,10,0.010799,0.135135,1.0,12.513513513513514,135135135135.13515,0.009936138154304027,277.55813953488376,116.39206892482001,3.900384008716961e-27,0.04038650534085953
55,amenity:restaurant,3,amenity|tag:building=yes|آباد,14,3,0.015119,0.040541,0.21428571428571427,2.6814671814671813,3.14004914004914,0.00203154373999972,3.5819397993311037,3.4907046097511265,0.06171431224649382,0.0019460369109655616
56,amenity:restaurant,3,amenity_bank|tag:amenity=bank|بینک_amenity,10,0,0.010799,0.0,0.0,0.0,0.0,-0.0008629979148104437,0.5385107062959412,0.8780265288968163,0.34874276746490374,0.001304972777180879
57,amenity:restaurant,2,islamabad|tag:tourism=hotel,58,1,0.062635,0.013514,0.017241379310344827,0.2157502329916123,0.20199146514935992,-0.003925474298989125,0.2823425022182786,3.305370728111568,0.06905376223917152,0.0036212941932641882
58,amenity:school,3,amenity_school|islamabad|tag:amenity=school,100,100,0.107991,1.0,1.0,9.26,1000000000000.0,0.0963292267072198,332253.0,926.0,2.186863650577546e-203,0.4938274076987521
59,amenity:school,3,amenity_school|tag:amenity=school|آباد,48,48,0.051836,0.48,1.0,9.26,480000000000.0,0.0462380288194655,1527.0571428571427,418.15544419134403,6.150886741401188e-93,0.18627823923628367
60,amenity:school,3,amenity_school|model|tag:amenity=school,32,32,0.034557,0.32,1.0,9.26,320000000000.0,0.030825352546310338,784.2700729927006,273.7811185682327,1.7015775225165403e-61,0.11908946456656971
61,amenity:school,3,amenity_school|islamabad_اسلام|tag:amenity=school,31,31,0.033477,0.31,1.0,9.26,310000000000.0,0.02986206027923814,749.2014388489208,264.9291173184358,1.4458533472720685e-59,0.11508631302753936
62,amenity:school,3,amenity_school|school_amenity|tag:amenity=school,30,30,0.032397,0.3,1.0,9.26,300000000000.0,0.028898768012165944,715.127659574468,256.096875,1.217106333749768e-57,0.11110400101948242
63,amenity:school,3,amenity_school|model_school|tag:amenity=school,23,23,0.024838,0.23,1.0,9.26,230000000000.0,0.022155722142660553,501.2322580645161,194.81891472868216,2.8218463919895105e-44,0.08378548735399442
64,amenity:school,3,school_amenity|tag:amenity=school|آباد,17,17,0.018359,0.17,1.0,9.26,170000000000.00003,0.016375968540227367,346.4371257485029,143.04611661166118,5.743118082966129e-33,0.06109580193397153
65,amenity:school,3,amenity_school|federal_government|tag:amenity=school,16,16,0.017279,0.16,1.0,9.26,160000000000.0,0.015412676273155169,322.77514792899404,134.4836923076923,4.282240994814306e-31,0.05737524676739621
66,amenity:school,3,amenity_school|islamabad_model|tag:amenity=school,16,16,0.017279,0.16,1.0,9.26,160000000000.0,0.015412676273155169,322.77514792899404,134.4836923076923,4.282240994814306e-31,0.05737524676739621
67,amenity:school,3,model|tag:amenity=school|آباد,16,16,0.017279,0.16,1.0,9.26,160000000000.0,0.015412676273155169,322.77514792899404,134.4836923076923,4.282240994814306e-31,0.05737524676739621
68,amenity:school,3,amenity_school|girls|tag:amenity=school,12,12,0.012959,0.12,1.0,9.26,120000000000.0,0.011559507204866376,233.47457627118644,100.42135667396062,1.2319256094820785e-23,0.04265924604591027
69,amenity:school,3,federal_government|tag:amenity=school|آباد,12,12,0.012959,0.12,1.0,9.26,120000000000.0,0.011559507204866376,233.47457627118644,100.42135667396062,1.2319256094820785e-23,0.04265924604591027
70,amenity:school,3,islamabad_اسلام|model|tag:amenity=school,12,12,0.012959,0.12,1.0,9.26,120000000000.0,0.011559507204866376,233.47457627118644,100.42135667396062,1.2319256094820785e-23,0.04265924604591027
71,amenity:school,3,islamabad_اسلام|school_amenity|tag:amenity=school,11,11,0.011879,0.11,1.0,9.26,110000000000.0,0.010596214937794179,212.39664804469274,91.95230601092896,8.87908405993588e-22,0.039020756399222825
72,amenity:school,3,model_school|tag:amenity=school|آباد,11,11,0.011879,0.11,1.0,9.26,110000000000.0,0.010596214937794179,212.39664804469274,91.95230601092896,8.87908405993588e-22,0.039020756399222825
73,amenity:school,3,amenity_school|no|tag:amenity=school,10,10,0.010799,0.1,1.0,9.26,100000000000.0,0.009632922670721978,191.7845303867403,83.50174672489085,6.36596974221253e-20,0.03539806986433744
74,amenity:school,3,federal_government|model|tag:amenity=school,10,10,0.010799,0.1,1.0,9.26,100000000000.0,0.009632922670721978,191.7845303867403,83.50174672489085,6.36596974221253e-20,0.03539806986433744
75,amenity:school,3,islamabad_model|model_school|tag:amenity=school,10,10,0.010799,0.1,1.0,9.26,100000000000.0,0.009632922670721978,191.7845303867403,83.50174672489085,6.36596974221253e-20,0.03539806986433744
76,amenity:school,3,amenity_bank|tag:amenity=bank|بینک_amenity,10,0,0.010799,0.0,0.0,0.0,0.0,-0.0011662133983924915,0.3868751480691779,1.2238704970553091,0.26860240072651964,0.001790721013452158
77,amenity:school,3,amenity|islamabad|tag:building=yes,65,1,0.070194,0.01,0.015384615384615385,0.14246153846153847,0.1290625,-0.006500473482639746,0.17821666471894354,6.223695840685623,0.01260517183911595,0.00714703774439006
78,building:residential,3,building_residential|islamabad|tag:building=residential,24,24,0.025918,1.0,1.0,38.583333333333336,1000000000000.0,0.025246187648400652,88445.0,926.0,2.186863650577546e-203,0.17348789924980296
79,building:residential,3,amenity_bank|tag:amenity=bank|بینک_amenity,10,0,0.010799,0.0,0.0,0.0,0.0,-0.00027989121561419793,1.7346938775510203,0.2689801411710029,0.6040167239958405,0.00041137748891615945
80,highway:bus_stop,3,bus_stop|islamabad|tag:highway=bus_stop,70,70,0.075594,1.0,1.0,13.228571428571428,1000000000000.0,0.06987950683167808,241533.0,926.0,2.186863650577546e-203,0.3864606602089087
81,highway:bus_stop,3,bus_stop|station|tag:highway=bus_stop,36,36,0.038877,0.514286,1.0,13.228571428571428,514285714285.71423,0.035938032084863014,1812.304347826087,458.035569823435,1.2864329833683216e-101,0.16156942797569784
82,highway:bus_stop,3,bus_stop|station_bus|tag:highway=bus_stop,34,34,0.036717,0.485714,1.0,13.228571428571428,485714285714.2857,0.033941474746815074,1619.13698630137,431.61921844971175,7.2188299373285095e-96,0.1514826145095493
83,highway:bus_stop,3,bus_stop|metro|tag:highway=bus_stop,20,20,0.021598,0.285714,1.0,13.228571428571428,285714285714.2857,0.019965573380479454,695.3762376237624,249.97035635446233,2.635738153680193e-56,0.08507602777503061
84,highway:bus_stop,3,bus_stop|metro_bus|tag:highway=bus_stop,14,14,0.015119,0.2,1.0,13.228571428571428,200000000000.0,0.013975901366335619,439.6194690265487,173.82807017543863,1.079271743642123e-39,0.05850377368230307
85,highway:bus_stop,3,bus_stop|tag:highway=bus_stop|terminal,11,11,0.011879,0.157143,1.0,13.228571428571428,157142857142.85715,0.0109810653592637,331.0840336134454,136.13139734582356,1.8675398579472345e-31,0.04557742200145183
86,highway:bus_stop,3,bus_stop|bus_terminal|tag:highway=bus_stop,10,10,0.010799,0.142857,1.0,13.228571428571428,142857142857.14285,0.009982786690239727,297.297520661157,123.6207111665627,1.019889995373983e-28,0.04131865826408389
87,highway:bus_stop,3,metro|station|tag:highway=bus_stop,10,10,0.010799,0.142857,1.0,13.228571428571428,142857142857.14285,0.009982786690239727,297.297520661157,123.6207111665627,1.019889995373983e-28,0.04131865826408389
88,highway:bus_stop,3,amenity_bank|tag:amenity=bank|بینک_amenity,10,0,0.010799,0.0,0.0,0.0,0.0,-0.0008163493788747439,0.5717662951705504,0.8266844876137616,0.3632329993707052,0.0012315684473800618
89,historic:monument,3,historic_monument|islamabad|tag:historic=monument,10,10,0.010799,1.0,1.0,92.60000000000001,1000000000000.0,0.010682514729275222,38493.0,926.0,2.186863650577546e-203,0.08604554217419501
90,historic:monument,3,amenity_bank|tag:amenity=bank|بینک_amenity,10,0,0.010799,0.0,0.0,0.0,0.0,-0.00011662133983924913,4.111111111111111,0.11036212124101369,0.739732242022239,0.00017008918711296036
91,leisure:park,3,islamabad|leisure_park|tag:leisure=park,58,58,0.062635,1.0,1.0,15.965517241379311,1000000000000.0,0.05871184732867158,203228.99999999997,926.0,2.186863650577546e-203,0.3378172304749155
92,leisure:park,3,islamabad|tag:leisure=park|آباد,18,18,0.019438,0.310345,1.0,15.965517241379311,310344827586.2069,0.018220918136484285,793.4444444444443,274.71942883183954,1.0625824439723278e-61,0.08230704375477695
93,leisure:park,3,islamabad|park_leisure|tag:leisure=park,16,16,0.017279,0.275862,1.0,15.965517241379311,275862068965.5173,0.016196371676874922,674.364705882353,243.6583554376658,6.2667926587161706e-55,0.07265104536714281
94,leisure:park,3,park_leisure|tag:leisure=park|آباد,12,12,0.012959,0.206897,1.0,15.965517241379311,206896551724.13794,0.01214727875765619,466.9354838709677,181.94401267637514,1.8237940362080022e-41,0.053757074122167
95,leisure:park,3,amenity_bank|tag:amenity=bank|بینک_amenity,10,0,0.010799,0.0,0.0,0.0,0.0,-0.000676403771067645,0.698819698819699,0.675497554987624,0.4111414498870267,0.0010134080075382623
96,natural:tree,3,islamabad|natural_tree|tag:natural=tree,54,54,0.058315,1.0,1.0,17.14814814814815,1000000000000.0,0.05491465650350564,190205.0,925.9999999999999,2.1868636505776704e-203,0.3207208062383066
97,natural:tree,3,amenity_bank|tag:amenity=bank|بینک_amenity,10,0,0.010799,0.0,0.0,0.0,0.0,-0.0006297552351319453,0.7536041939711665,0.6260266014983373,0.4288165394405138,0.0009413614811025342
98,natural:water,3,islamabad|natural_water|tag:natural=water,44,44,0.047516,1.0,1.0,21.045454545454543,1000000000000.0,0.045258409564815805,157085.0,925.9999999999999,2.1868636505776704e-203,0.2757507536686875
99,natural:water,3,amenity_bank|tag:amenity=bank|بینک_amenity,10,0,0.010799,0.0,0.0,0.0,0.0,-0.0005131338952926962,0.9336543606206527,0.5043123508500925,0.47761141626749104,0.0007626894448432805
100,place:locality,3,amenity_bank|tag:amenity=bank|بینک_amenity,10,0,0.010799,0.0,0.0,0.0,0.0,-6.997280390354948e-05,6.670329670329671,0.0659293715587621,0.7973585271709414,0.00010183052015809175
101,shop:bakery,3,bakery_islamabad|islamabad|tag:shop=bakery,36,36,0.038877,1.0,1.0,25.72222222222222,1000000000000.0,0.03736547728449543,130012.99999999999,926.0000000000001,2.1868636505774217e-203,0.23711886051534484
102,shop:bakery,3,bakery_islamabad|tag:shop=bakery|آباد,23,23,0.024838,0.638889,1.0,25.72222222222222,638888888888.8888,0.0238723882650943,3100.259259259259,583.0940076288912,7.962953076858183e-129,0.13111968997589077
103,shop:bakery,3,bakers|bakery_islamabad|tag:shop=bakery,17,17,0.018359,0.472222,1.0,25.72222222222222,472222222222.2222,0.017644808717678397,1598.3333333333333,428.13775822026645,4.132442574523819e-95,0.09333194543200915
104,shop:bakery,3,bakers_shop|bakery_islamabad|tag:shop=bakery,13,13,0.014039,0.361111,1.0,25.72222222222222,361111111111.1111,0.013493089019401125,1023.1276595744681,325.96507241085556,7.271368254856776e-73,0.06982794730104994
105,shop:bakery,3,bakers|tag:shop=bakery|آباد,12,12,0.012959,0.333333,1.0,25.72222222222222,333333333333.3333,0.012455159094831808,908.6734693877551,300.5616338439096,2.485482145543069e-67,0.06412516019577508
106,shop:bakery,3,bakers_shop|tag:shop=bakery|آباد,10,10,0.010799,0.277778,1.0,25.72222222222222,277777777777.7778,0.010379299245693174,705.6792452830189,249.92115477923346,2.701647350702605e-56,0.052906679937282236
107,shop:bakery,3,amenity_bank|tag:amenity=bank|بینک_amenity,10,0,0.010799,0.0,0.0,0.0,0.0,-0.0004198368234212969,1.1487279843444225,0.40891025955546834,0.5225231333637743,0.000621212628544539
108,shop:clothes,3,clothes_islamabad|islamabad|tag:shop=clothes,39,39,0.042117,1.0,1.0,23.743589743589745,1000000000000.0,0.04034282009059146,140225.0,926.0,2.186863650577546e-203,0.2519140878167466
109,shop:clothes,3,clothes_islamabad|tag:shop=clothes|آباد,20,20,0.021598,0.512821,1.0,23.743589743589745,512820512820.51276,0.0206886256874828,1866.025641025641,464.91311484688964,4.099442705820907e-103,0.10822606872234392
110,shop:clothes,3,amenity_bank|tag:amenity=bank|بینک_amenity,10,0,0.010799,0.0,0.0,0.0,0.0,-0.00045482322537307164,1.057866184448463,0.44448437646155287,0.5049659414097947,0.0006741159947791575
111,shop:supermarket,3,islamabad|shop_supermarket|tag:shop=supermarket,42,42,0.045356,1.0,1.0,22.047619047619047,1000000000000.0,0.04329917105551642,150365.0,925.9999999999998,2.186863650577795e-203,0.2663336162421658
112,shop:supermarket,3,islamabad|market_shop|tag:shop=supermarket,11,11,0.011879,0.261905,1.0,22.047619047619047,261904761904.76193,0.011340259085968587,645.8253968253969,234.3071558678116,6.855840410252296e-53,0.05537939299398338
113,shop:supermarket,3,islamabad|tag:shop=supermarket|آباد,11,11,0.011879,0.261905,1.0,22.047619047619047,261904761904.76193,0.011340259085968587,645.8253968253969,234.3071558678116,6.855840410252296e-53,0.05537939299398338
114,shop:supermarket,2,islamabad|tag:building=yes,76,4,0.082073,0.095238,0.05263157894736842,1.1604010025062654,1.1693121693121693,0.0005971012599769551,1.309896999552172,0.10120846433357839,0.7503842210923692,7.545530917312004e-05
115,shop:supermarket,3,islamabad|tag:building=yes|آباد,18,1,0.019438,0.02381,0.05555555555555555,1.2248677248677247,1.238095238095238,0.00019825627772672343,1.7917383820998278,0.04410104905699613,0.8336657235902111,3.2189522744252087e-05
116,shop:supermarket,3,amenity_bank|tag:amenity=bank|بینک_amenity,10,0,0.010799,0.0,0.0,0.0,0.0,-0.0004898096273248464,0.9798319327731093,0.4802999466498053,0.4882864845297197,0.0007271996152005502
117,tourism:hotel,3,hotel_islamabad|islamabad|tag:tourism=hotel,57,57,0.061555,1.0,1.0,16.24561403508772,1000000000000.0,0.05776604826257528,199985.0,925.9999999999999,2.1868636505776704e-203,0.3335873059717871
118,tourism:hotel,3,hotel_islamabad|tag:tourism=hotel|آباد,41,41,0.044276,0.719298,1.0,16.24561403508772,719298245614.0352,0.041551017171326074,4373.848484848485,654.0282287640006,2.972041868789475e-144,0.20885109750844494
119,tourism:hotel,3,hotel_islamabad|hotel_tourism|tag:tourism=hotel,23,23,0.024838,0.403509,1.0,16.24561403508772,403508771929.8245,0.023309107193670728,1184.536231884058,359.5803850712051,3.474993921135819e-80,0.10791298318454119
120,tourism:hotel,3,hotel_islamabad|islamabad_اسلام|tag:tourism=hotel,15,15,0.016199,0.263158,1.0,16.24561403508772,263157894736.8421,0.015201591648046128,634.2235294117646,232.44959269744064,1.7423656236608222e-52,0.06834754292076478
121,tourism:hotel,3,hotel_tourism|tag:tourism=hotel|آباد,14,14,0.015119,0.245614,1.0,16.24561403508772,245614035087.7193,0.014188152204843051,579.6666666666666,216.7150661742075,4.7090731470086304e-49,0.06357136460640866
122,tourism:hotel,3,hotel_islamabad|islamabad_service|tag:tourism=hotel,10,10,0.010799,0.175439,1.0,16.24561403508772,175438596491.22806,0.010134394432030751,384.41052631578947,154.12050869531907,2.179681451813051e-35,0.04480388577066618
