antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'yesterday'}),frozenset({'amenity__restaurant'}),0.06790123456790123,0.1111111111111111,0.012345679012345678,0.18181818181818182,1.6363636363636365,1.0,0.004801097393689987,1.0864197530864197,0.4172185430463577,0.07407407407407407,0.07954545454545456,0.14646464646464646
frozenset({'yesterday'}),frozenset({'tourism__hotel'}),0.06790123456790123,0.12037037037037036,0.009259259259259259,0.13636363636363635,1.132867132867133,1.0,0.001085962505715592,1.0185185185185186,0.12582781456953643,0.051724137931034475,0.018181818181818177,0.10664335664335664
frozenset({'yesterday'}),frozenset({'shop__convenience'}),0.06790123456790123,0.1095679012345679,0.008487654320987654,0.125,1.1408450704225352,1.0,0.001047858558146624,1.0176366843033509,0.13245033112582782,0.0502283105022831,0.01733102253032929,0.10123239436619719
frozenset({'yesterday'}),frozenset({'amenity__cafe'}),0.06790123456790123,0.13425925925925927,0.009259259259259259,0.13636363636363635,1.0156739811912223,1.0,0.00014288980338362893,1.0024366471734891,0.01655629139072829,0.047999999999999994,0.002430724355858019,0.10266457680250782
frozenset({'yesterday'}),frozenset({'shop__clothes'}),0.06790123456790123,0.1381172839506173,0.009259259259259259,0.13636363636363635,0.9873031995937023,1.0,-0.00011907483615302555,0.9979694606887589,-0.013609145345672301,0.047058823529411764,-0.00203467079026615,0.10170137125444387
frozenset({'center'}),frozenset({'shop__tailor'}),0.034722222222222224,0.12962962962962962,0.029320987654320986,0.8444444444444443,6.514285714285713,1.0,0.024819958847736624,5.595238095238091,0.8769405528209011,0.2171428571428571,0.8212765957446807,0.5353174603174603
frozenset({'center'}),frozenset({'shop__clothes'}),0.034722222222222224,0.1381172839506173,0.005401234567901234,0.15555555555555553,1.1262569832402232,1.0,0.0006054955418381336,1.0206505847953216,0.11613566289825267,0.03225806451612903,0.020232766338406413,0.09733085040347608
"frozenset({'open', 'center'})",frozenset({'shop__tailor'}),0.005401234567901234,0.12962962962962962,0.005401234567901234,1.0,7.714285714285714,1.0,0.004701074531321445,inf,0.8750969743987587,0.041666666666666664,1.0,0.5208333333333334
frozenset({'center'}),"frozenset({'open', 'shop__tailor'})",0.034722222222222224,0.010802469135802469,0.005401234567901234,0.15555555555555553,14.399999999999999,1.0,0.005026148834019204,1.1714181286549707,0.9640287769784173,0.1346153846153846,0.14633385335413415,0.3277777777777778
"frozenset({'famous', 'center'})",frozenset({'shop__tailor'}),0.005401234567901234,0.12962962962962962,0.005401234567901234,1.0,7.714285714285714,1.0,0.004701074531321445,inf,0.8750969743987587,0.041666666666666664,1.0,0.5208333333333334
