osm_id,city,text_baseline
260067073,Islamabad,
8887609101,Islamabad,
7538413891,Islamabad,
4475008991,Islamabad,
8363177004,Islamabad,
2688395893,Islamabad,
11140880905,Islamabad,
7538430585,Islamabad,
303176770,Islamabad,
10542380120,Islamabad,
8887609080,Islamabad,
8887609067,Islamabad,
8887609065,Islamabad,
7538512285,Islamabad,
7538512286,Islamabad,
8887609064,Islamabad,
2734832993,Islamabad,
1444403247,Islamabad,
1444403246,Islamabad,
998312265,Islamabad,
998312266,Islamabad,
685361694,Islamabad,
242943006,Islamabad,
242972791,Islamabad,
259223486,Islamabad,
259223483,Islamabad,
242973726,Islamabad,
685361705,Islamabad,
268117258,Islamabad,
268117266,Islamabad,
839182859,Islamabad,
495843821,Islamabad,
236632938,Islamabad,
495843810,Islamabad,
495843818,Islamabad,
495843819,Islamabad,
495843816,Islamabad,
495843814,Islamabad,
495843812,Islamabad,
1304749215,Islamabad,
1304749285,Islamabad,
1316985377,Islamabad,
838915886,Islamabad,
567840204,Islamabad,
570195862,Islamabad,
568903838,Islamabad,sector
560024829,Islamabad,
845899764,Islamabad,
556807103,Islamabad,
560024796,Islamabad,
560024797,Islamabad,
1341761334,Islamabad,
1341762280,Islamabad,
858657819,Islamabad,sector
375771649,Islamabad,
495844218,Islamabad,
27609283,Islamabad,
268126461,Islamabad,
11524598,Islamabad,
17062067,Islamabad,
11521892,Islamabad,
11521891,Islamabad,
17062432,Islamabad,
17062173,Islamabad,
11522009,Islamabad,
11521894,Islamabad,
11521893,Islamabad,
17062175,Islamabad,
17062176,Islamabad,
17062180,Islamabad,
17062177,Islamabad,
17062178,Islamabad,
17062066,Islamabad,
17062433,Islamabad,
17062065,Islamabad,
8887609066,Islamabad,
7538512585,Islamabad,
8887539784,Islamabad,
8887539785,Islamabad,
4421993096,Islamabad,
8887539786,Islamabad,
303181047,Islamabad,
303171949,Islamabad,
4447036689,Islamabad,
303181383,Islamabad,
9557228760,Islamabad,
303181410,Islamabad,
9557228761,Islamabad,
303833916,Islamabad,
4555913790,Islamabad,
8887549241,Islamabad,
9557228759,Islamabad,
444421782,Islamabad,
444740126,Islamabad,
27609842,Islamabad,
27609808,Islamabad,
268111719,Islamabad,
268020765,Islamabad,
268020767,Islamabad,
27665760,Islamabad,
27665691,Islamabad,
17062435,Islamabad,
12910145,Islamabad,
11524513,Islamabad,
17062560,Islamabad,
6570525686,Islamabad,
6570525687,Islamabad,
9419855356,Islamabad,
2391304186,Islamabad,
9419855355,Islamabad,
2391304192,Islamabad,
2391304196,Islamabad,
13104614005,Islamabad,
9419855359,Islamabad,
115969607,Islamabad,
12351975860,Islamabad,
12002711947,Islamabad,
12014280626,Islamabad,
12014280627,Islamabad,
12014280629,Islamabad,
12014280658,Islamabad,
4390479115,Islamabad,
7160161548,Islamabad,
7160161552,Islamabad,
7160161554,Islamabad,
7160161555,Islamabad,
2391304189,Islamabad,
12993850013,Islamabad,
9419855358,Islamabad,
4488698992,Islamabad,
2391304199,Islamabad,
278062233,Islamabad,
2391304203,Islamabad,
248548512,Islamabad,
4209591091,Islamabad,
2391304283,Islamabad,
2391304286,Islamabad,
2391304206,Islamabad,
2391304280,Islamabad,
8703286017,Islamabad,
2391304209,Islamabad,
4547021090,Islamabad,
5072901321,Islamabad,
5072901322,Islamabad,
5119109121,Islamabad,
4689763214,Islamabad,
2442157543,Islamabad,
4106909493,Islamabad,
4361700589,Islamabad,
2382402002,Islamabad,
5740552921,Islamabad,
6741820093,Islamabad,
6741820096,Islamabad,
6741820097,Islamabad,
6741820144,Islamabad,
6741820145,Islamabad,
6741820146,Islamabad,
6741820147,Islamabad,
6741820150,Islamabad,
6741820165,Islamabad,
6741820166,Islamabad,
6741820167,Islamabad,
6741820169,Islamabad,
6741820170,Islamabad,
6741820171,Islamabad,
6741820172,Islamabad,
6741820173,Islamabad,
6741820134,Islamabad,
13050945734,Islamabad,
5072650924,Islamabad,
5115837821,Islamabad,
5115838021,Islamabad,
5044771021,Islamabad,
2385542376,Islamabad,
12624108411,Islamabad,
2385542375,Islamabad,
12045373133,Islamabad,
12045373138,Islamabad,
12045373139,Islamabad,
2389146458,Islamabad,
